index_shangche,label_shangche,name,lat,lon,index_xiache,label_xiache,pop_dens,age_0_19,age_20_39,age_40_59,age_60,lu_comm,lu_res,lu_work,lu_pub,dis_pop,dis_poi
4133,2,润枫领尚小区,39.822026,116.549092,4133,4,5796,0.13,0.41,0.26,0.2,0.2,0.21,0.45,0.14,19.83,18.95
4134,2,北神树东口,39.8167,116.551107,4134,4,5590,0.14,0.4,0.25,0.21,0.21,0.18,0.47,0.14,20.35,19.43
4135,2,嘉创二路,39.81353,116.551087,4135,4,5706,0.13,0.4,0.27,0.2,0.2,0.19,0.47,0.14,20.59,19.64
4136,2,次渠西口,39.802511,116.563162,4136,4,5511,0.13,0.37,0.28,0.22,0.21,0.2,0.45,0.14,22.18,21.21
4137,2,敬园小区,39.801779,116.572611,4137,4,5870,0.12,0.4,0.3,0.18,0.2,0.21,0.44,0.15,22.83,21.9
4138,2,玉江佳园,39.80179,116.574563,4138,4,5975,0.13,0.39,0.29,0.19,0.19,0.19,0.48,0.14,22.95,22.03
4139,2,次渠,39.801824,116.578896,4139,4,5846,0.14,0.41,0.26,0.19,0.22,0.21,0.44,0.13,23.23,22.33
4142,7,针织路口东,39.912202,116.463652,4142,8,21144,0.14,0.38,0.28,0.2,0.1,0.45,0.33,0.12,8.26,8.26
4143,7,光华路东口,39.912256,116.46885,4143,8,22774,0.13,0.41,0.23,0.23,0.11,0.42,0.34,0.13,8.67,8.7
4144,7,高安屯,39.943348,116.606066,4144,8,22588,0.15,0.4,0.24,0.21,0.1,0.42,0.36,0.12,19.87,20.53
4145,7,马各庄东,39.948927,116.602134,4145,8,22639,0.15,0.38,0.24,0.23,0.11,0.41,0.33,0.15,19.56,20.28
4146,7,焦沙路口南,39.955311,116.598384,4146,8,22840,0.15,0.4,0.24,0.21,0.1,0.4,0.35,0.15,19.3,20.09
4147,7,楼梓庄马家沟,39.963434,116.596065,4147,8,23248,0.15,0.42,0.22,0.21,0.11,0.42,0.33,0.14,19.21,20.1
4148,7,楼梓庄南站,39.971759,116.591137,4148,8,23286,0.15,0.38,0.26,0.21,0.12,0.41,0.33,0.14,18.95,19.94
4149,7,楼梓庄路口南,39.975388,116.588917,4149,8,22766,0.13,0.43,0.21,0.23,0.1,0.44,0.33,0.13,18.85,19.88
4150,7,楼梓庄路口东,39.977878,116.589766,4150,8,21097,0.15,0.43,0.2,0.22,0.11,0.4,0.33,0.16,18.98,20.03
4151,7,曹各庄,39.979757,116.600392,4151,8,21133,0.15,0.39,0.23,0.23,0.11,0.43,0.33,0.13,19.91,20.96
4152,7,海洼子,39.983712,116.609063,4152,8,21644,0.15,0.44,0.19,0.22,0.11,0.43,0.32,0.14,20.73,21.8
4153,7,针织路口西,39.912259,116.462558,4153,8,23290,0.15,0.38,0.27,0.2,0.11,0.4,0.36,0.13,8.17,8.17
4156,3,东坝,39.969384,116.55192,4156,8,5273,0.15,0.42,0.2,0.23,0.18,0.15,0.51,0.16,15.62,16.67
4157,3,三岔河北站,39.970756,116.560996,4157,8,5104,0.16,0.42,0.17,0.25,0.19,0.16,0.51,0.14,16.41,17.46
4158,6,北平里,40.052695,116.589547,4158,3,16014,0.16,0.37,0.26,0.21,0.08,0.55,0.2,0.17,22.39,24.02
4159,6,岗山路,40.045429,116.597973,4159,3,16733,0.15,0.35,0.27,0.23,0.08,0.55,0.21,0.16,22.55,24.11
4160,6,岗山村,40.042742,116.606016,4160,3,16635,0.16,0.37,0.24,0.23,0.09,0.51,0.23,0.17,22.98,24.5
4161,6,岗山村南站,40.034001,116.60618,4161,3,16527,0.15,0.36,0.25,0.24,0.08,0.53,0.22,0.17,22.52,23.99
4163,5,索家园街,40.045345,116.204396,4163,5,11324,0.15,0.38,0.26,0.21,0.13,0.36,0.35,0.16,18.65,19.68
4164,5,水岸家园南,40.043664,116.198898,4164,5,11803,0.13,0.37,0.27,0.23,0.15,0.34,0.36,0.15,18.89,19.89
4165,5,水岸家园北,40.048144,116.197516,4165,5,11861,0.13,0.42,0.21,0.24,0.14,0.34,0.37,0.15,19.3,20.32
4166,5,东埠头路西口,40.052461,116.18221,4166,5,11073,0.13,0.4,0.25,0.22,0.14,0.34,0.37,0.15,20.62,21.59
4167,5,沙阳路口南,40.126115,116.146561,4167,5,10112,0.15,0.37,0.27,0.21,0.13,0.36,0.35,0.16,28.41,29.65
4168,5,沙阳路口,40.131177,116.143704,4168,5,11924,0.13,0.38,0.25,0.24,0.14,0.34,0.37,0.15,28.99,30.24
4169,5,西贯市,40.131153,116.139533,4169,5,10607,0.15,0.38,0.26,0.21,0.14,0.32,0.39,0.15,29.23,30.47
4170,5,阳坊南站,40.135214,116.133622,4170,5,11723,0.15,0.36,0.26,0.23,0.15,0.31,0.38,0.16,29.9,31.13
4171,5,阳坊,40.138634,116.134319,4171,5,11229,0.14,0.38,0.24,0.24,0.15,0.33,0.36,0.16,30.14,31.39
4172,5,阳坊村,40.142582,116.133785,4172,5,10904,0.14,0.39,0.23,0.24,0.14,0.34,0.37,0.15,30.5,31.76
4173,5,阳坊北站,40.1457,116.132733,4173,5,10742,0.15,0.37,0.25,0.23,0.14,0.33,0.38,0.15,30.81,32.09
4174,5,坦克博物馆南,40.156265,116.128915,4174,5,11297,0.15,0.43,0.2,0.22,0.14,0.34,0.37,0.15,31.91,33.21
4175,5,坦克博物馆,40.16032,116.126836,4175,5,10250,0.14,0.39,0.27,0.2,0.14,0.32,0.39,0.15,32.37,33.68
4176,5,葛村,40.176826,116.118883,4176,5,11192,0.15,0.42,0.22,0.21,0.14,0.31,0.39,0.16,34.21,35.55
4177,5,土楼村,40.185519,116.114671,4177,5,10602,0.14,0.39,0.27,0.2,0.14,0.32,0.38,0.16,35.19,36.54
4178,5,观禾路,40.044103,116.202839,4178,5,10924,0.15,0.41,0.22,0.22,0.13,0.3,0.41,0.16,18.66,19.68
4179,3,昌平东关路口北,40.221887,116.255777,4179,3,5989,0.16,0.35,0.27,0.22,0.2,0.28,0.33,0.19,33.05,34.9
4180,3,昌平东关路口东,40.220543,116.260029,4180,3,5782,0.16,0.33,0.27,0.24,0.2,0.31,0.33,0.16,32.8,34.66
4181,3,景荣街,40.206344,116.275987,4181,3,5065,0.14,0.33,0.28,0.25,0.18,0.3,0.34,0.18,30.91,32.79
4182,3,景荣街西口,40.206351,116.270413,4182,3,5165,0.16,0.36,0.24,0.24,0.17,0.3,0.35,0.18,31.04,32.91
4183,3,景文屯北,40.205502,116.268091,4183,3,5374,0.16,0.38,0.23,0.23,0.2,0.3,0.31,0.19,31,32.87
4184,3,兴昌佳苑,40.200154,116.26752,4184,3,5142,0.15,0.33,0.3,0.22,0.2,0.31,0.32,0.17,30.45,32.3
4185,3,景文屯村,40.197275,116.267205,4185,3,5720,0.15,0.34,0.28,0.23,0.2,0.31,0.31,0.18,30.15,32
4186,3,景文屯南,40.193295,116.266792,4186,3,5240,0.15,0.34,0.26,0.25,0.18,0.31,0.32,0.19,29.74,31.59
4187,3,张各庄,40.184985,116.267119,4187,3,5074,0.15,0.37,0.23,0.25,0.2,0.3,0.33,0.17,28.85,30.69
4188,3,大洼村,40.169042,116.271773,4188,3,5422,0.16,0.37,0.24,0.23,0.17,0.3,0.34,0.19,27.05,28.88
4189,3,东沙屯西站,40.168149,116.296089,4189,3,5291,0.15,0.36,0.28,0.21,0.2,0.29,0.33,0.18,26.36,28.27
4190,3,东沙屯,40.168297,116.301558,4190,3,5787,0.16,0.37,0.25,0.22,0.18,0.27,0.36,0.19,26.27,28.19
4191,3,东沙屯东站,40.168357,116.306348,4191,3,5647,0.15,0.34,0.28,0.23,0.19,0.31,0.33,0.17,26.18,28.12
4192,3,百善,40.168537,116.315837,4192,3,5821,0.14,0.35,0.29,0.22,0.17,0.28,0.36,0.19,26.04,28
4193,3,航空博物馆,40.170704,116.349861,4193,3,5099,0.16,0.32,0.28,0.24,0.17,0.28,0.35,0.2,25.9,27.93
4194,3,阿苏卫,40.172342,116.360082,4194,3,5438,0.15,0.33,0.28,0.24,0.18,0.32,0.32,0.18,26.03,28.08
4195,3,双兴苑西,40.174352,116.374752,4195,3,5300,0.16,0.37,0.24,0.23,0.18,0.29,0.35,0.18,26.23,28.31
4196,3,双兴苑,40.174369,116.381776,4196,3,5003,0.16,0.35,0.26,0.23,0.2,0.3,0.31,0.19,26.24,28.33
4197,3,小汤山,40.174244,116.388623,4197,3,5887,0.14,0.37,0.26,0.23,0.19,0.28,0.34,0.19,26.25,28.35
4198,3,小汤山镇政府,40.174256,116.394822,4198,3,5519,0.14,0.38,0.23,0.25,0.18,0.3,0.32,0.2,26.28,28.39
4199,3,大柳树路口西,40.175162,116.399483,4199,3,5192,0.16,0.38,0.21,0.25,0.19,0.27,0.35,0.19,26.41,28.52
4201,6,慧忠路西口,39.993265,116.396085,4201,5,15405,0.15,0.42,0.2,0.23,0.12,0.39,0.34,0.15,6.4,8.52
4202,6,芦西路口,39.768472,116.260863,4202,4,15237,0.14,0.4,0.22,0.24,0.11,0.4,0.35,0.14,21.2,19.13
4203,6,立垡村,39.768525,116.250368,4203,4,16578,0.13,0.4,0.22,0.25,0.11,0.41,0.32,0.16,21.61,19.57
4204,6,永立桥西,39.768521,116.232301,4204,4,17827,0.12,0.36,0.28,0.24,0.11,0.41,0.32,0.16,22.4,20.4
4205,6,地铁长阳站,39.763369,116.206935,4205,4,16531,0.13,0.36,0.28,0.23,0.11,0.42,0.31,0.16,24.09,22.14
4206,6,军留庄,39.763125,116.198056,4206,4,16407,0.13,0.38,0.25,0.24,0.11,0.41,0.34,0.14,24.57,22.64
4207,6,篱笆房,39.763984,116.18064,4207,4,16408,0.14,0.36,0.26,0.24,0.11,0.4,0.33,0.16,25.43,23.54
4208,6,昊天北桥东,39.769012,116.167601,4208,4,17781,0.13,0.37,0.27,0.23,0.12,0.38,0.34,0.16,25.75,23.92
4209,8,昊天北桥南,39.769085,116.163244,4209,6,26309,0.15,0.35,0.28,0.22,0.07,0.47,0.29,0.17,26,24.18
4210,8,长阳碧桂园,39.759433,116.155623,4210,6,26161,0.14,0.39,0.26,0.21,0.07,0.52,0.27,0.14,27.22,25.39
4211,8,黄辛庄路口,39.75607,116.153226,4211,6,29543,0.17,0.4,0.2,0.23,0.07,0.51,0.29,0.13,27.64,25.8
4212,8,送变电公司,39.74755,116.148136,4212,6,25289,0.15,0.4,0.23,0.22,0.07,0.51,0.29,0.13,28.63,26.78
4213,8,送变电公司南,39.744518,116.146874,4213,6,29855,0.16,0.39,0.21,0.24,0.07,0.51,0.29,0.13,28.95,27.1
4214,8,良乡火车站路口,39.739622,116.14437,4214,6,25369,0.15,0.37,0.25,0.23,0.07,0.49,0.28,0.16,29.5,27.64
4215,8,昊天温泉家园,39.733651,116.141519,4215,6,26546,0.16,0.36,0.26,0.22,0.07,0.49,0.3,0.14,30.16,28.29
4216,8,良乡东关路口北,39.730492,116.141439,4216,6,26051,0.16,0.37,0.26,0.21,0.06,0.51,0.28,0.15,30.43,28.55
4217,8,苏庄东街北口,39.729774,116.120753,4217,6,29210,0.14,0.39,0.24,0.23,0.06,0.5,0.28,0.16,31.67,29.83
4218,1,蝶翠苑路口,39.727992,116.113796,4218,1,4287,0.16,0.35,0.25,0.24,0.24,0.33,0.29,0.14,32.22,30.39
4219,8,阎村桥公交场站,39.724703,116.108036,4219,6,29210,0.16,0.36,0.26,0.22,0.07,0.48,0.3,0.15,32.82,31
4220,1,蓝光海悦城小区,39.726934,116.11244,4220,1,4374,0.16,0.35,0.24,0.25,0.22,0.31,0.32,0.15,32.39,30.56
4221,1,良乡西路,39.729705,116.11916,4221,1,4144,0.18,0.32,0.28,0.22,0.24,0.32,0.3,0.14,31.77,29.93
4222,7,中仓,39.904517,116.656478,4222,8,23008,0.14,0.43,0.19,0.24,0.11,0.41,0.34,0.14,24.46,24.72
4223,7,通州车站路口北,39.900007,116.656842,4223,8,23505,0.15,0.38,0.25,0.22,0.1,0.4,0.36,0.14,24.57,24.79
4224,2,玉桥南里,39.88818,116.674566,4224,2,5296,0.17,0.41,0.21,0.21,0.2,0.38,0.27,0.15,26.31,26.45
4225,2,梨园东里北区,39.885818,116.673038,4225,2,5800,0.18,0.37,0.26,0.19,0.19,0.4,0.28,0.13,26.24,26.35
4226,2,玉桥西里,39.885198,116.666952,4226,2,5214,0.17,0.43,0.2,0.2,0.19,0.38,0.29,0.14,25.75,25.85
4227,7,云景南大街东口,39.876294,116.668041,4227,8,22397,0.13,0.43,0.22,0.22,0.11,0.42,0.35,0.12,26.09,26.11
4228,7,金侨时代家园,39.874504,116.662686,4228,8,21085,0.15,0.4,0.24,0.21,0.11,0.39,0.36,0.14,25.71,25.7
4229,7,云景里南区,39.87449,116.655606,4229,8,23845,0.15,0.4,0.25,0.2,0.11,0.41,0.33,0.15,25.13,25.11
4230,7,天地美墅,39.874515,116.647717,4230,8,20016,0.13,0.44,0.21,0.22,0.12,0.43,0.32,0.13,24.48,24.45
4231,7,旗舰凯旋小区,39.876522,116.637951,4231,8,21670,0.14,0.4,0.23,0.23,0.11,0.43,0.34,0.12,23.62,23.59
4232,2,万盛南街西口,39.86151,116.623507,4232,2,5104,0.15,0.39,0.28,0.18,0.21,0.4,0.26,0.13,23.01,22.8
4234,8,会城门,39.904047,116.322754,4234,6,29463,0.15,0.39,0.23,0.23,0.07,0.49,0.29,0.15,5.75,4.19
4235,8,北蜂窝路,39.900407,116.322775,4235,6,29754,0.16,0.39,0.23,0.22,0.07,0.51,0.26,0.16,6.03,4.37
4236,8,北蜂窝路南口,39.897927,116.322905,4236,6,26924,0.14,0.37,0.26,0.23,0.06,0.49,0.3,0.15,6.22,4.5
4243,5,温南路口南,40.225467,116.112184,4243,5,11122,0.15,0.41,0.23,0.21,0.15,0.33,0.37,0.15,38.87,40.32
4244,5,南口李庄北站,40.221328,116.112257,4244,5,11685,0.14,0.4,0.26,0.2,0.14,0.33,0.38,0.15,38.49,39.93
4245,5,南口李庄东站,40.216689,116.112352,4245,5,11163,0.15,0.36,0.28,0.21,0.14,0.33,0.37,0.16,38.07,39.5
4246,5,南口农场,40.20822,116.11255,4246,5,11015,0.15,0.4,0.23,0.22,0.14,0.32,0.38,0.16,37.3,38.71
4247,5,南口农场南站,40.203001,116.112772,4247,5,10817,0.15,0.39,0.24,0.22,0.13,0.32,0.4,0.15,36.82,38.22
4248,5,水南路口南,40.193283,116.112861,4248,5,10157,0.15,0.4,0.24,0.21,0.15,0.32,0.38,0.15,35.96,37.33
4249,2,郎辛庄,39.856964,116.570603,4249,2,5236,0.16,0.39,0.26,0.19,0.19,0.37,0.28,0.16,19.13,18.7
4250,5,学知桥东,39.975071,116.350605,4250,5,10288,0.15,0.37,0.26,0.22,0.14,0.31,0.4,0.15,4.5,6.3
4251,7,楼梓庄路口西,39.977536,116.585426,4251,8,23109,0.15,0.42,0.21,0.22,0.1,0.41,0.36,0.13,18.61,19.67
4252,7,楼梓庄桥西,39.977408,116.574051,4252,8,21534,0.14,0.44,0.2,0.22,0.11,0.43,0.32,0.14,17.67,18.75
4253,7,马厂东,39.975948,116.566404,4253,8,22313,0.15,0.42,0.21,0.22,0.12,0.4,0.34,0.14,16.99,18.08
4254,3,东岗子,39.97419,116.565412,4254,8,5191,0.13,0.37,0.27,0.23,0.19,0.16,0.49,0.16,16.87,17.94
4256,5,岳家楼桥东,39.895836,116.283066,4256,6,10482,0.15,0.39,0.26,0.2,0.13,0.3,0.42,0.15,9.03,7.66
4257,5,莲芳东桥西,39.895951,116.228882,4257,6,10490,0.14,0.36,0.28,0.22,0.15,0.29,0.4,0.16,13.18,12.1
4258,5,石景山雕塑公园,39.909542,116.194028,4258,5,11061,0.15,0.36,0.27,0.22,0.13,0.31,0.39,0.17,15.61,14.82
4259,5,八角南路东口,39.910081,116.200375,4259,5,10906,0.13,0.37,0.26,0.24,0.14,0.32,0.38,0.16,15.06,14.28
4260,5,实兴大街南口,39.929834,116.185389,4260,5,11323,0.13,0.36,0.28,0.23,0.14,0.33,0.36,0.17,16.03,15.55
4261,5,西井路,39.933269,116.184652,4261,5,10654,0.14,0.38,0.25,0.23,0.13,0.34,0.39,0.14,16.08,15.65
4262,5,海特花园,39.933116,116.180912,4262,5,11275,0.14,0.37,0.26,0.23,0.13,0.35,0.37,0.15,16.4,15.96
4263,5,南沙窝桥西,39.895697,116.263598,4263,6,11614,0.15,0.34,0.28,0.23,0.15,0.29,0.41,0.15,10.48,9.24
4266,6,富源里,39.798225,116.471486,4266,4,15504,0.14,0.41,0.22,0.23,0.11,0.41,0.33,0.15,17.71,16.19
4267,6,贵园南里,39.793971,116.474073,4267,4,17885,0.14,0.38,0.23,0.25,0.1,0.43,0.31,0.16,18.24,16.7
4268,6,贵园小区,39.792177,116.476765,4268,4,16325,0.13,0.35,0.29,0.23,0.12,0.43,0.3,0.15,18.52,17
4269,6,亦庄体育中心,39.793781,116.480499,4269,4,17419,0.13,0.35,0.31,0.21,0.11,0.41,0.32,0.16,18.52,17.03
4270,6,人大附中经开学校,39.794824,116.485374,4270,4,17577,0.13,0.42,0.2,0.25,0.11,0.39,0.35,0.15,18.63,17.17
4271,2,天宝南街,39.789772,116.490727,4271,2,5451,0.16,0.4,0.26,0.18,0.17,0.39,0.29,0.15,19.35,17.89
4272,2,天宝园六里,39.793216,116.495221,4272,2,5822,0.17,0.43,0.22,0.18,0.18,0.38,0.29,0.15,19.23,17.82
4273,2,博大大厦,39.793445,116.498456,4273,2,5219,0.16,0.43,0.21,0.2,0.18,0.35,0.31,0.16,19.36,17.97
4276,8,万芳桥东,39.855905,116.368321,4276,6,29445,0.14,0.37,0.26,0.23,0.07,0.5,0.29,0.14,9.19,7.11
4277,7,杨闸西站,39.908261,116.580333,4277,8,22993,0.14,0.43,0.2,0.23,0.11,0.41,0.35,0.13,17.99,18.21
4278,7,杨闸中学,39.907961,116.585815,4278,8,23421,0.14,0.38,0.28,0.2,0.11,0.39,0.35,0.15,18.45,18.68
4279,7,双桥东,39.909479,116.571847,4279,8,22230,0.15,0.38,0.24,0.23,0.1,0.41,0.35,0.14,17.25,17.48
4280,7,日光清城,39.89297,116.639234,4280,8,20580,0.14,0.42,0.21,0.23,0.1,0.38,0.37,0.15,23.26,23.39
4281,7,果园西,39.890593,116.647345,4281,8,21416,0.13,0.41,0.24,0.22,0.11,0.4,0.36,0.13,23.99,24.11
4282,6,万芳园二区,39.843304,116.308355,4282,4,17838,0.14,0.39,0.22,0.25,0.11,0.4,0.34,0.15,11.94,9.89
4283,3,百善公交场站,40.162772,116.311807,4283,3,5071,0.16,0.37,0.25,0.22,0.19,0.3,0.32,0.19,25.48,27.42
4284,3,善缘小区,40.166651,116.317393,4284,3,5971,0.15,0.34,0.29,0.22,0.18,0.3,0.34,0.18,25.81,27.77
4285,3,东沙屯南,40.161962,116.301349,4285,3,5349,0.16,0.33,0.29,0.22,0.18,0.3,0.35,0.17,25.59,27.5
4286,8,松兰堡,40.152049,116.291699,4286,9,25144,0.13,0.43,0.23,0.21,0.09,0.4,0.36,0.15,24.74,26.61
4287,8,松兰堡西站,40.148621,116.285121,4287,9,27926,0.13,0.41,0.23,0.23,0.09,0.4,0.36,0.15,24.54,26.38
4288,8,地铁沙河站,40.147649,116.2801,4288,9,29205,0.15,0.38,0.25,0.22,0.08,0.41,0.36,0.15,24.57,26.4
4289,8,地铁沙河站西,40.147136,116.277823,4289,9,25803,0.15,0.44,0.18,0.23,0.08,0.4,0.36,0.16,24.58,26.4
4290,8,丰善,40.145094,116.269862,4290,9,26493,0.13,0.43,0.24,0.2,0.07,0.43,0.35,0.15,24.6,26.38
4291,8,路庄,40.142982,116.262867,4291,9,28432,0.13,0.44,0.22,0.21,0.09,0.41,0.37,0.13,24.6,26.36
4293,7,东窑路,39.991875,116.565902,4293,8,22011,0.13,0.44,0.19,0.24,0.11,0.42,0.34,0.13,17.47,18.73
4295,7,潞苑五街东口,39.93357,116.68373,4295,8,20620,0.14,0.43,0.22,0.21,0.11,0.44,0.32,0.13,26.49,27.03
4298,6,永合庄,39.81612,116.263139,4298,6,15257,0.16,0.39,0.22,0.23,0.12,0.35,0.37,0.16,16.53,14.56
4299,6,永合庄东,39.820303,116.263399,4299,6,15644,0.14,0.35,0.26,0.25,0.12,0.36,0.37,0.15,16.14,14.18
4300,6,看杨路南口,39.821481,116.264197,4300,6,16102,0.17,0.37,0.24,0.22,0.1,0.4,0.35,0.15,15.99,14.04
4301,6,杨树庄,39.828209,116.264667,4301,6,15625,0.14,0.4,0.22,0.24,0.12,0.4,0.33,0.15,15.36,13.44
4302,6,地铁看丹站,39.833658,116.266193,4302,6,15144,0.16,0.35,0.25,0.24,0.13,0.35,0.37,0.15,14.8,12.9
4303,6,看丹南路,39.833269,116.261727,4303,6,17732,0.16,0.36,0.26,0.22,0.11,0.37,0.36,0.16,15.07,13.19
4304,6,看丹南路西,39.833701,116.256888,4304,6,17321,0.15,0.35,0.27,0.23,0.12,0.39,0.35,0.14,15.3,13.44
4305,6,洪泰路南口,39.835337,116.25108,4305,6,16691,0.16,0.38,0.21,0.25,0.12,0.39,0.35,0.14,15.49,13.66
4306,6,海户屯,39.851197,116.396568,4306,4,17861,0.14,0.39,0.25,0.22,0.1,0.42,0.33,0.15,9.91,8.03
4307,1,桂村,39.697399,116.374113,4307,2,4108,0.16,0.37,0.22,0.25,0.23,0.34,0.28,0.15,26.81,24.74
4308,1,大兴李村,39.70492,116.376342,4308,2,4498,0.16,0.44,0.18,0.22,0.22,0.34,0.31,0.13,25.97,23.91
4309,1,邢各庄南站,39.708991,116.376131,4309,2,4038,0.18,0.43,0.16,0.23,0.22,0.35,0.29,0.14,25.52,23.46
4310,1,邢各庄,39.71232,116.375988,4310,2,4274,0.18,0.38,0.21,0.23,0.23,0.35,0.29,0.13,25.15,23.09
4311,1,刘村东口,39.71876,116.375762,4311,2,4703,0.17,0.41,0.17,0.25,0.22,0.3,0.33,0.15,24.44,22.37
4312,1,刘村,39.720544,116.371534,4312,2,4287,0.17,0.39,0.21,0.23,0.23,0.33,0.3,0.14,24.24,22.16
4314,8,大兴桥北,39.721852,116.339563,4314,1,29856,0.18,0.35,0.27,0.2,0.01,0.72,0.12,0.15,24.26,22.14
4315,6,大兴桥东,39.720608,116.341645,4315,4,16545,0.14,0.39,0.25,0.22,0.1,0.43,0.32,0.15,24.38,22.26
4316,6,灵境胡同,39.913228,116.370619,4316,4,15401,0.12,0.38,0.28,0.22,0.1,0.41,0.34,0.15,2.82,0.79
4317,6,西黄城根南街,39.915815,116.371384,4317,4,17563,0.13,0.42,0.2,0.25,0.11,0.43,0.31,0.15,2.53,0.57
4318,6,西黄城根,39.920226,116.3711,4318,4,16799,0.14,0.41,0.22,0.23,0.12,0.4,0.33,0.15,2.04,0.33
4319,1,地铁五福堂站,39.783724,116.417436,4319,4,4002,0.13,0.41,0.21,0.25,0.22,0.17,0.47,0.14,17.62,15.73
4321,3,龙锦苑公交场站,40.087549,116.356449,4321,3,5264,0.16,0.37,0.24,0.23,0.19,0.31,0.31,0.19,16.63,18.67
4322,3,和谐家园一区西门,40.083757,116.351433,4322,3,5408,0.16,0.34,0.28,0.22,0.18,0.3,0.32,0.2,16.26,18.28
4326,5,安宁庄前街,40.039163,116.32169,4326,5,11128,0.14,0.43,0.22,0.21,0.14,0.32,0.39,0.15,12.02,13.82
4327,5,安宁庄西路,40.038192,116.317098,4327,5,11824,0.13,0.43,0.23,0.21,0.15,0.32,0.37,0.16,12.07,13.84
4329,3,龙锦苑一区西门,40.086947,116.351204,4329,3,5973,0.16,0.33,0.29,0.22,0.19,0.29,0.33,0.19,16.61,18.63
4330,6,首经贸西校区,39.839711,116.306745,4330,4,16885,0.12,0.38,0.27,0.23,0.12,0.41,0.3,0.17,12.36,10.3
4331,2,天宝中路南口,39.789238,116.494248,4331,2,5475,0.16,0.41,0.25,0.18,0.18,0.38,0.31,0.13,19.55,18.12
4332,2,地盛中路,39.785548,116.49719,4332,2,5895,0.17,0.39,0.24,0.2,0.19,0.39,0.27,0.15,20.04,18.6
4333,2,中芯国际,39.781195,116.500386,4333,2,5266,0.17,0.37,0.27,0.19,0.18,0.37,0.3,0.15,20.59,19.15
4334,2,京东方,39.77683,116.510078,4334,2,5099,0.16,0.38,0.27,0.19,0.19,0.35,0.32,0.14,21.44,20.04
4335,5,廖公庄公交场站,39.93058,116.225334,4335,5,10788,0.14,0.39,0.26,0.21,0.13,0.3,0.4,0.17,12.63,12.16
4336,5,砂石路口西,39.92421,116.231831,4336,5,11816,0.15,0.39,0.24,0.22,0.13,0.34,0.39,0.14,12.15,11.56
4337,2,双桥农场南站,39.886088,116.599384,4337,2,5439,0.15,0.4,0.25,0.2,0.18,0.38,0.3,0.14,20.16,20.15
4338,6,恒富花园北门,39.835692,116.288515,4338,6,16429,0.15,0.36,0.26,0.23,0.11,0.36,0.38,0.15,13.52,11.52
4339,6,怡海花园北门,39.835799,116.293576,4339,6,17018,0.15,0.35,0.28,0.22,0.13,0.35,0.36,0.16,13.28,11.27
4340,6,四合庄东,39.836101,116.309603,4340,4,17445,0.13,0.38,0.25,0.24,0.1,0.41,0.33,0.16,12.61,10.53
4341,6,首经贸南路东口,39.838417,116.314196,4341,4,17049,0.14,0.35,0.29,0.22,0.12,0.39,0.33,0.16,12.21,10.13
4342,3,国展新馆公交场站,40.075059,116.535722,4342,3,5404,0.17,0.33,0.26,0.24,0.2,0.28,0.34,0.18,20.55,22.44
4343,3,国展新馆,40.066479,116.541431,4343,3,5251,0.16,0.34,0.27,0.23,0.18,0.28,0.34,0.2,20.2,22.04
4344,3,顺义马连店,40.063418,116.548403,4344,3,5143,0.14,0.37,0.27,0.22,0.19,0.28,0.34,0.19,20.39,22.2
4345,3,北甸,40.049679,116.532319,4345,3,5404,0.17,0.32,0.3,0.21,0.17,0.3,0.35,0.18,18.35,20.15
4346,3,地铁孙河站,40.044484,116.529337,4346,3,5823,0.14,0.33,0.28,0.25,0.19,0.28,0.35,0.18,17.78,19.56
4347,3,孙河,40.038748,116.526571,4347,3,5326,0.15,0.36,0.25,0.24,0.17,0.31,0.34,0.18,17.18,18.95
4351,7,刘家窑路,39.860683,116.410379,4351,8,23730,0.14,0.41,0.23,0.22,0.11,0.41,0.33,0.15,9.22,7.54
4352,6,南顶村北口,39.844599,116.399925,4352,4,17858,0.12,0.36,0.31,0.21,0.12,0.41,0.31,0.16,10.69,8.82
4353,6,海慧寺,39.847639,116.398524,4353,4,17710,0.13,0.41,0.24,0.22,0.1,0.44,0.31,0.15,10.33,8.46
4354,8,七贤村路口南,39.929916,116.295332,4354,6,26758,0.16,0.38,0.22,0.24,0.06,0.51,0.29,0.14,6.7,6.24
4355,8,岭南路西口,39.926814,116.296798,4355,6,26000,0.16,0.37,0.27,0.2,0.07,0.5,0.28,0.15,6.63,6.06
4356,8,岭南路,39.926818,116.300281,4356,6,26104,0.16,0.4,0.21,0.23,0.07,0.48,0.29,0.16,6.34,5.77
4357,8,增光路西口,39.926817,116.306478,4357,8,29544,0.15,0.38,0.25,0.22,0.08,0.46,0.31,0.15,5.83,5.24
4358,8,增光路,39.926808,116.313273,4358,8,26909,0.15,0.41,0.23,0.21,0.08,0.47,0.3,0.15,5.26,4.67
4359,8,增光路口东,39.926821,116.321584,4359,8,29744,0.14,0.39,0.23,0.24,0.08,0.46,0.31,0.15,4.58,3.97
4360,5,马尾沟西,39.926803,116.34101,4360,5,10189,0.15,0.41,0.22,0.22,0.14,0.35,0.37,0.14,3.03,2.37
4362,6,华源三里,39.879583,116.314975,4362,4,16540,0.13,0.41,0.25,0.21,0.11,0.44,0.31,0.14,8.22,6.32
4363,6,太平桥东里,39.881803,116.314968,4363,4,17690,0.12,0.39,0.26,0.23,0.12,0.38,0.34,0.16,8.02,6.15
